text,clean_text,label
คุณคือคนที่คู่ควรสำหรับสิ่งดีๆบนโลกทุกอย่างแล้วเนื้อหามันอาจตะมีเรื่องไม่เกี่ยวกันบ้างแต่เรารู้สึกอยากให้คุณคิดบวกเข้าไว้ไม่ว่าจะเจอกับเรื่องอะไรอย่าคิดมากนะปล่อยวางบ้างช่างมันบ้างก็ได้,คุณคือคนที่คู่ควรสำหรับสิ่งดีๆบนโลกทุกอย่างแล้วเนื้อหามันอาจตะมีเรื่องไม่เกี่ยวกันบ้างแต่เรารู้สึกอยากให้คุณคิดบวกเข้าไว้ไม่ว่าจะเจอกับเรื่องอะไรอย่าคิดมากนะปล่อยวางบ้างช่างมันบ้างก็ได้,0
อย่างน้อยวันแต่ละวันของคุณอาจจะแค่เป็นวันธรรมดาไม่มีอะไรพิเศษมากมายแล้วถ้าเป็นคนที่ไม่โชคดีจะเป็นยังไงมาเดี๋ยวจะเขียนให้ดูคุณจะตื่นเช้ามาพบกับว่าเป็นตัวเองในหน้ากระจกตามเดิมชีวิตประจำวันที่ค่อนข้างน่าเบื่อ,อย่างน้อยวันแต่ละวันของคุณอาจจะแค่เป็นวันธรรมดาไม่มีอะไรพิเศษมากมายแล้วถ้าเป็นคนที่ไม่โชคดีจะเป็นยังไงมาเดี๋ยวจะเขียนให้ดูคุณจะตื่นเช้ามาพบกับว่าเป็นตัวเองในหน้ากระจกตามเดิมชีวิตประจำวันที่ค่อนข้างน่าเบื่อ,0
ป้าเราคนนึงไปนอนให้เลือดนาง,ป้าเราคนนึงไปนอนให้เลือดนาง,1
หลังบ้านเป็นทุ่งนาเขียวขจี,หลังบ้านเป็นทุ่งนาเขียวขจี,0
อย่างน้อยเราก็เหมือนกัน,อย่างน้อยเราก็เหมือนกัน,1
แต่ด้วยภาระหน้าที่หลายอย่าง,แต่ด้วยภาระหน้าที่หลายอย่าง,1
คอยบอกว่ารอยยิ้มนั้นหลอกลวงจนกระทั่งเราต้องปลีกตัวออกมาอยู่คนเดียว,คอยบอกว่ารอยยิ้มนั้นหลอกลวงจนกระทั่งเราต้องปลีกตัวออกมาอยู่คนเดียว,1
คนที่อยากให้มีแต่รอยยิ้มบนใบหน้าพบเจอเรื่องราวแสนประทับใจ,คนที่อยากให้มีแต่รอยยิ้มบนใบหน้าพบเจอเรื่องราวแสนประทับใจ,0
วันนี้ฉันมีธุระแบบนี้ต้องการใช้เวลาแบบนี้,วันนี้ฉันมีธุระแบบนี้ต้องการใช้เวลาแบบนี้,0
ขามันก้าวไม่ไหวแล้ว,ขามันก้าวไม่ไหวแล้ว,0
เราอยากอินกับวันแม่นะ,เราอยากอินกับวันแม่นะ,1
ทุกวินาทีและทุกการกระทำเป็นตัวเลือกหลายทางเพื่อให้เราเลือกเสมอเมื่อเลือกไปแล้วก็ต้องทิ้งส่วนที่เหลือไป,ทุกวินาทีและทุกการกระทำเป็นตัวเลือกหลายทางเพื่อให้เราเลือกเสมอเมื่อเลือกไปแล้วก็ต้องทิ้งส่วนที่เหลือไป,0
บางทีก็ลืมวิธีที่จะฝันไปแล้วด้วยซ้ำ,บางทีก็ลืมวิธีที่จะฝันไปแล้วด้วยซ้ำ,1
ขั้นตอนที่ดูจะทำงานกับรอยร้าวของฉันได้มากที่สุด,ขั้นตอนที่ดูจะทำงานกับรอยร้าวของฉันได้มากที่สุด,0
ถึงขั้นบางทีอยากจะย้อนกลับไปถ้าทำได้ทั้งที่เราทุกคนต่างก็ตกอยู่ในช่วงเวลาเดียวกันคือปัจจุบัน,ถึงขั้นบางทีอยากจะย้อนกลับไปถ้าทำได้ทั้งที่เราทุกคนต่างก็ตกอยู่ในช่วงเวลาเดียวกันคือปัจจุบัน,0
ตอนนั้นเองเราถึงรู้ว่าตำรวจไม่ได้อยากใส่ใจ,ตอนนั้นเองเราถึงรู้ว่าตำรวจไม่ได้อยากใส่ใจ,1
คนที่เป็นทะเลกว้างของคุณตลกดี,คนที่เป็นทะเลกว้างของคุณตลกดี,0
นิทานที่เขาเล่ามันถูกแล้วเราต่างก็แหวกว่ายอยู่ในมหาสมุทรอยู่แล้วตั้งแต่แรก,นิทานที่เขาเล่ามันถูกแล้วเราต่างก็แหวกว่ายอยู่ในมหาสมุทรอยู่แล้วตั้งแต่แรก,0
ครั้งละเม็ด,ครั้งละเม็ด,1
มีเวลาให้กับครอบครัวและใช้ชีวิตให้มีความสุขครับ,มีเวลาให้กับครอบครัวและใช้ชีวิตให้มีความสุขครับ,0
มีเพียงตัวเราเท่านั้นที่จะเข้าใจกับทุกปัญหา,มีเพียงตัวเราเท่านั้นที่จะเข้าใจกับทุกปัญหา,0
แต่การถูกจำกัดนั้นเป็นเพียงส่วนหนึ่งของปัญหาที่คนรุ่นใหม่มองว่าควรได้รับการเปลี่ยนแปลง,แต่การถูกจำกัดนั้นเป็นเพียงส่วนหนึ่งของปัญหาที่คนรุ่นใหม่มองว่าควรได้รับการเปลี่ยนแปลง,0
ขาไม่มีแรงค่ะ,ขาไม่มีแรงค่ะ,1
คืนนั้นนอนหลับตั้งแต่สามทั่มตื่นมาตีตีตีสามครึ่งและตีสี่ครึ่ง,คืนนั้นนอนหลับตั้งแต่สามทั่มตื่นมาตีตีตีสามครึ่งและตีสี่ครึ่ง,1
เราบอกพ่อแม่แต่ไม่ให้พ่อกับแม่มาเยี่ยม,เราบอกพ่อแม่แต่ไม่ให้พ่อกับแม่มาเยี่ยม,0
ไม่มีอะไรง่ายดาย,ไม่มีอะไรง่ายดาย,0
ทำให้นางประหลาดใจมาก,ทำให้นางประหลาดใจมาก,1
การอ่านหนังสือที่ผมชอบน่าจะเป็นทางเลือกที่ดีใช้ได้ทิ้งที่อยู่ไว้สิเดี๋ยวส่งไปให้และอย่างที่คาดเดาหนังสือเล่มนั้นไม่เคยถูกส่งไปถึงปลายทางและสุดท้ายในความคาดเดาได้ความสัมพันธ์บิดเบี้ยวของเราสิ้นลงตรงนี้ด้วยเหตุผลหลายประการผมได้รับหนังสือจากรุ่นพี่ที่สนิทเธอขอส่งกำลังใจผ่านหนังสือเล่มเล็กนี้อวยพรให้ผมมีพลังบวกเยอะๆในวันที่ฟ้าครึ้มปกคลุมเกือบทั่วพื้นที่ในใจผมตั้งใจหาหนังสือเล่มโปรดสักเล่ม,การอ่านหนังสือที่ผมชอบน่าจะเป็นทางเลือกที่ดีใช้ได้ทิ้งที่อยู่ไว้สิเดี๋ยวส่งไปให้และอย่างที่คาดเดาหนังสือเล่มนั้นไม่เคยถูกส่งไปถึงปลายทางและสุดท้ายในความคาดเดาได้ความสัมพันธ์บิดเบี้ยวของเราสิ้นลงตรงนี้ด้วยเหตุผลหลายประการผมได้รับหนังสือจากรุ่นพี่ที่สนิทเธอขอส่งกำลังใจผ่านหนังสือเล่มเล็กนี้อวยพรให้ผมมีพลังบวกเยอะๆในวันที่ฟ้าครึ้มปกคลุมเกือบทั่วพื้นที่ในใจผมตั้งใจหาหนังสือเล่มโปรดสักเล่ม,0
ฉันใส่ใจมากเกินไปสำหรับฉันแล้ว,ฉันใส่ใจมากเกินไปสำหรับฉันแล้ว,0
มันไม่ได้รู้สึกอิน,มันไม่ได้รู้สึกอิน,0
งานเยอะมั้ยยิ่งอยู่นานงานยิ่งเยอะ,งานเยอะมั้ยยิ่งอยู่นานงานยิ่งเยอะ,0
เอาเหอะเรื่องมันก็นานแล้ว,เอาเหอะเรื่องมันก็นานแล้ว,1
เขามีกำแพงสูงชันกั้นขวางทุกคนที่เข้ามา,เขามีกำแพงสูงชันกั้นขวางทุกคนที่เข้ามา,0
ยังมีเงินค่าเรียนอีกและมีค่าหมออีกที่ฉันหามาด้วยตัวเองเป็นส่วนใหญ่และใช้ชีวิตในช่วงที่เรียนหนักที่สุดในการหามาเพราะแต่ละครั้งที่ฉันพูดเรื่องเงินกับครอบครัว,ยังมีเงินค่าเรียนอีกและมีค่าหมออีกที่ฉันหามาด้วยตัวเองเป็นส่วนใหญ่และใช้ชีวิตในช่วงที่เรียนหนักที่สุดในการหามาเพราะแต่ละครั้งที่ฉันพูดเรื่องเงินกับครอบครัว,0
อย่าไปสนใจเลยค่ะถ้าเธอทำแล้วมันถูกต้องเพราะยังไงคนที่รักเธอและจะคอยอยู่ข้างๆเธอตลอดอยู่ตรงนี้,อย่าไปสนใจเลยค่ะถ้าเธอทำแล้วมันถูกต้องเพราะยังไงคนที่รักเธอและจะคอยอยู่ข้างๆเธอตลอดอยู่ตรงนี้,0
บางคนอ่านมาแล้วสรุปให้เราฟังว่าแก่นของเรื่องนั้นผู้เขียนต้องการสื่ออะไร,บางคนอ่านมาแล้วสรุปให้เราฟังว่าแก่นของเรื่องนั้นผู้เขียนต้องการสื่ออะไร,0
สวยงามเกินไป,สวยงามเกินไป,1
ฟังดูคล้ายกับอาการพารานอยด์ซึ่งเราก็มีปรากฏขึ้นมาบ้างนานๆที,ฟังดูคล้ายกับอาการพารานอยด์ซึ่งเราก็มีปรากฏขึ้นมาบ้างนานๆที,1
อืมนั่นแล่ะ,อืมนั่นแล่ะ,1
นี่คือผลจากการทำจิตบำบัดหลังวัน,นี่คือผลจากการทำจิตบำบัดหลังวัน,1
ปกติทานยาเสร็จอีกชั่วโมงก็จะตื่น,ปกติทานยาเสร็จอีกชั่วโมงก็จะตื่น,1
จึงได้แอดไปพร้อมบอกว่านี่เราไงจำเราได้ไหมน่าประทับใจจำได้สิเป็นไงบ้างที่เขาตอบมาแบบนี้,จึงได้แอดไปพร้อมบอกว่านี่เราไงจำเราได้ไหมน่าประทับใจจำได้สิเป็นไงบ้างที่เขาตอบมาแบบนี้,1
เท้าเย็นตัวเย็นมาถึงช่วงอกในวันหนึ่งจนไม่สามารถเดินต่อไปได้,เท้าเย็นตัวเย็นมาถึงช่วงอกในวันหนึ่งจนไม่สามารถเดินต่อไปได้,1
และที่บ้านคุณหมอถามเราว่าแม่เราเป็นคนอย่างไรในความคิดของเรา,และที่บ้านคุณหมอถามเราว่าแม่เราเป็นคนอย่างไรในความคิดของเรา,1
ใช่แล้วการเดินทางมาประเทศไทยก็เข้าข่ายนั้น,ใช่แล้วการเดินทางมาประเทศไทยก็เข้าข่ายนั้น,0
ฉันเลยไม่เคยแม้แต่จะอธิบายให้ใครฟังพอเริ่มขึ้นมฉันก็ยิ่งรู้สึกว่าตัวเองแปลกขึ้นไปอีก,ฉันเลยไม่เคยแม้แต่จะอธิบายให้ใครฟังพอเริ่มขึ้นมฉันก็ยิ่งรู้สึกว่าตัวเองแปลกขึ้นไปอีก,1
ถ้าเป็นคนในครอบครัวคงดีกว่านี้,ถ้าเป็นคนในครอบครัวคงดีกว่านี้,1
พยายามข่มตานอนพร้อมกับน้ำตาที่เอ่อล้นในหัวมีแต่คำถามว่าเราเป็นอะไรกับนนท์กันแน่,พยายามข่มตานอนพร้อมกับน้ำตาที่เอ่อล้นในหัวมีแต่คำถามว่าเราเป็นอะไรกับนนท์กันแน่,0
อยากคุยกับใครสักคนคงทำได้เพียงระบายเป็นตัวอักษรแล้วก็ผ่านไป,อยากคุยกับใครสักคนคงทำได้เพียงระบายเป็นตัวอักษรแล้วก็ผ่านไป,1
ตื่นมาอารมณ์สดชื่น,ตื่นมาอารมณ์สดชื่น,1
คิดแต่ว่าโรคซึมเศร้าคือโรคของอารมณ์,คิดแต่ว่าโรคซึมเศร้าคือโรคของอารมณ์,1
อย่างน้อยผมก็คุ้นชินกับทะเลในที่ที่อยู่ประจำมากกว่าเส้นทางของการเดินทางกลับยังคงเป็นเส้นทางเดิม,อย่างน้อยผมก็คุ้นชินกับทะเลในที่ที่อยู่ประจำมากกว่าเส้นทางของการเดินทางกลับยังคงเป็นเส้นทางเดิม,0
ดอกกุหลาบจะเบ่งบาน,ดอกกุหลาบจะเบ่งบาน,0
บางทีเราอาจจะลืมสิ่งที่พึ่งเกิดขึ้นเมื่อครู่นี้แต่ดันไปจำเรื่องที่เกิดขึ้นตั้งแต่ยังเด็กได้,บางทีเราอาจจะลืมสิ่งที่พึ่งเกิดขึ้นเมื่อครู่นี้แต่ดันไปจำเรื่องที่เกิดขึ้นตั้งแต่ยังเด็กได้,0
ไม่ได้มองใคร,ไม่ได้มองใคร,0
หนึ่งในนั้นเอาของชำร่วยงานแต่งมาให้เป็นของขวัญวันเกิดในใจก็ไม่เคยเข้าใจว่าทำไมถึงได้เกิดอะไรแบบนี้,หนึ่งในนั้นเอาของชำร่วยงานแต่งมาให้เป็นของขวัญวันเกิดในใจก็ไม่เคยเข้าใจว่าทำไมถึงได้เกิดอะไรแบบนี้,1
ผมคุยกับอาจารย์นกพักใหญ่ทางเฟส,ผมคุยกับอาจารย์นกพักใหญ่ทางเฟส,1
ก็ไม่ได้ช่วยให้ง่วงเท่าไหร่กว่าจะหลับก็นานอยู่,ก็ไม่ได้ช่วยให้ง่วงเท่าไหร่กว่าจะหลับก็นานอยู่,1
มีความมั่นคงในชีวิตมากขึ้นตลอดหลายปีที่ผ่านมา,มีความมั่นคงในชีวิตมากขึ้นตลอดหลายปีที่ผ่านมา,0
มันท่วมท้นล้นเอ่อจนไม่สามารถรับรู้ความเจ็บปวดอื่นใดได้อีกแล้วก็อ่างใส่น้ำวางไว้ในที่ที่รับแสงจันทร์ได้เต็มที่แสงจันทร์อำพันผ่องส่องลอดลงมาบนผิวน้ำเป็นสะท้อนภาพของชายหนุ่มผู้มีดวงตาอันแสนเปลี่ยวเหงา,มันท่วมท้นล้นเอ่อจนไม่สามารถรับรู้ความเจ็บปวดอื่นใดได้อีกแล้วก็อ่างใส่น้ำวางไว้ในที่ที่รับแสงจันทร์ได้เต็มที่แสงจันทร์อำพันผ่องส่องลอดลงมาบนผิวน้ำเป็นสะท้อนภาพของชายหนุ่มผู้มีดวงตาอันแสนเปลี่ยวเหงา,0
อย่าตีความนโยบายผิด,อย่าตีความนโยบายผิด,0
รีวิวครั้งนี้ก็เหมือนกลับไปสู่พื้นที่ที่เคยสำรวจไปแล้วเมื่อครั้งวัยเยาว์,รีวิวครั้งนี้ก็เหมือนกลับไปสู่พื้นที่ที่เคยสำรวจไปแล้วเมื่อครั้งวัยเยาว์,0
อีกหนึ่งเดียว,อีกหนึ่งเดียว,0
วันนี้เหนื่อยมาจากการทำงานหรือเรียนหนังสือกันมั้ยคะรู้สึกท้อแท้สิ้นหวังทำอะไรก็ไม่ได้ดั่งใจสักอย่างต้นไม้แม้มันจะสังเคราะห์ด้วยแสงอาทิตย์แต่ก็ตายได้เพราะแสงอาทิตย์เช่นกันมันขาดน้ำและปุ๋ยมาเติมเต็มยังไงล่ะหากคุณเหนื่อยวางปากกาลงก่อนค่ะมองหาสิ่งที่มาเติมเต็มความสุขของคุณก่อนวันนี้ได้แหงนมองท้องฟ้าหรือยังว่างๆอยากให้แหงนดูท้องฟ้าสวยๆนั่นตู้เย็นของคุณว่างมั้ยอยากให้ซื้อขนมมาตุนไว้ทานยามเครียดเหนื่อยมากหรือเปล่า,วันนี้เหนื่อยมาจากการทำงานหรือเรียนหนังสือกันมั้ยคะรู้สึกท้อแท้สิ้นหวังทำอะไรก็ไม่ได้ดั่งใจสักอย่างต้นไม้แม้มันจะสังเคราะห์ด้วยแสงอาทิตย์แต่ก็ตายได้เพราะแสงอาทิตย์เช่นกันมันขาดน้ำและปุ๋ยมาเติมเต็มยังไงล่ะหากคุณเหนื่อยวางปากกาลงก่อนค่ะมองหาสิ่งที่มาเติมเต็มความสุขของคุณก่อนวันนี้ได้แหงนมองท้องฟ้าหรือยังว่างๆอยากให้แหงนดูท้องฟ้าสวยๆนั่นตู้เย็นของคุณว่างมั้ยอยากให้ซื้อขนมมาตุนไว้ทานยามเครียดเหนื่อยมากหรือเปล่า,0
จมอยู่กับมัน,จมอยู่กับมัน,1
จากนั้นก็หยิบไอพอดจากโต๊ะรับแขกที่ผมนั่งฟังอยู่ก่อนที่เมี่ยงจะเข้ามาในห้อง,จากนั้นก็หยิบไอพอดจากโต๊ะรับแขกที่ผมนั่งฟังอยู่ก่อนที่เมี่ยงจะเข้ามาในห้อง,0
ไม่ชอบการตั้งแต่แรกมากกว่าอาจเพราะพื้นฐานกูขี้งอนหรือเพราะว่ามันเป็นการตอกย้ำว่าฉันคือผู้พ่ายแพ้จริงๆก็เป็นได้,ไม่ชอบการตั้งแต่แรกมากกว่าอาจเพราะพื้นฐานกูขี้งอนหรือเพราะว่ามันเป็นการตอกย้ำว่าฉันคือผู้พ่ายแพ้จริงๆก็เป็นได้,1
ตอนนี้ฉันได้มายืนแทนที่คุณยิ้มอย่างที่เคยทำเมื่อได้รับรางวัลชนะเลิศยิ้มรับกับตำแหน่งที่เป็นของคุณถูกพูดถึงแทนที่จะเป็นคุณและเหมือนว่าฉันจะถูกย้อมด้วยสีน้ำเงินเข้มเฉกเช่นคุณตั้งแต่นั้นมา,ตอนนี้ฉันได้มายืนแทนที่คุณยิ้มอย่างที่เคยทำเมื่อได้รับรางวัลชนะเลิศยิ้มรับกับตำแหน่งที่เป็นของคุณถูกพูดถึงแทนที่จะเป็นคุณและเหมือนว่าฉันจะถูกย้อมด้วยสีน้ำเงินเข้มเฉกเช่นคุณตั้งแต่นั้นมา,0
วันที่วันนี้ขอเรียกว่าทัวร์ครบเครื่องเรื่องอากาศหนาว,วันที่วันนี้ขอเรียกว่าทัวร์ครบเครื่องเรื่องอากาศหนาว,1
การอดทนกินยาต่อเนื่องกันจนน้ำหนักตัวขึ้นสิบกว่าโลไปจนถึงต้องงดเหล้าและพยายามนอนเป็นเวลาเรียกว่าไม่เสียแรงที่ทำ,การอดทนกินยาต่อเนื่องกันจนน้ำหนักตัวขึ้นสิบกว่าโลไปจนถึงต้องงดเหล้าและพยายามนอนเป็นเวลาเรียกว่าไม่เสียแรงที่ทำ,1
ร้องไห้ไปก่อน,ร้องไห้ไปก่อน,1
ฉันคิดว่ามันดูเหมือนงานศิลปะมากกว่า,ฉันคิดว่ามันดูเหมือนงานศิลปะมากกว่า,1
ไม่ฉูดฉาด,ไม่ฉูดฉาด,0
เรื่องใครคนนั้นก็ย่อมเป็นตัวเอกหนังเรื่องนี้จะแบ่งเป็นสี่พาร์ท,เรื่องใครคนนั้นก็ย่อมเป็นตัวเอกหนังเรื่องนี้จะแบ่งเป็นสี่พาร์ท,0
ทำให้ทักษะที่สำคัญอย่างยิ่งที่คนรุ่นใหม่มีมากขึ้นในวันนี้และเห็นได้ชัดในบ้านเรา,ทำให้ทักษะที่สำคัญอย่างยิ่งที่คนรุ่นใหม่มีมากขึ้นในวันนี้และเห็นได้ชัดในบ้านเรา,0
เราถูกเลื่อนนัดไวขึ้นจากกยมาเป็นเดือนนี้เพราะเหตุแอดมิตเพราะกินยาเกินขนาด,เราถูกเลื่อนนัดไวขึ้นจากกยมาเป็นเดือนนี้เพราะเหตุแอดมิตเพราะกินยาเกินขนาด,1
หน้าปกที่ไม่โดดเด่น,หน้าปกที่ไม่โดดเด่น,0
เอาจริงๆเราว่าเราโคตรโชคดีที่ชีวิตการทำงานเราล้อมรอบไปด้วยคนที่เขามีความคิดการทำงานที่ดี,เอาจริงๆเราว่าเราโคตรโชคดีที่ชีวิตการทำงานเราล้อมรอบไปด้วยคนที่เขามีความคิดการทำงานที่ดี,0
ไม่น่าเชื่อเลย,ไม่น่าเชื่อเลย,1
อยากให้ทุกคนรักและสามัคคีกันคุณใช้ชีวิตในสังคมได้ดีไม่แพ้คนอื่นๆแต่ลึกๆก็ยังสงสัยและถามตัวเองว่าการตามกระแสไปเรื่อยๆ,อยากให้ทุกคนรักและสามัคคีกันคุณใช้ชีวิตในสังคมได้ดีไม่แพ้คนอื่นๆแต่ลึกๆก็ยังสงสัยและถามตัวเองว่าการตามกระแสไปเรื่อยๆ,0
ช่วงท้ายคุณหมอพยายามปรับอารมณ์ให้เรายิ้มให้เราหัวเราะแต่วันนี้ค่าใช้จ่ายค่ายาสูงจริงๅรวมๆแล้วค่าบุคคลาหรทางหารแพท์และยารวมๆบาท,ช่วงท้ายคุณหมอพยายามปรับอารมณ์ให้เรายิ้มให้เราหัวเราะแต่วันนี้ค่าใช้จ่ายค่ายาสูงจริงๅรวมๆแล้วค่าบุคคลาหรทางหารแพท์และยารวมๆบาท,1
ยังตื่นง่ายอยู่ดี,ยังตื่นง่ายอยู่ดี,1
ร้องไห้และเจ็บปวดให้น้อยลงเพราะตัวผมเองด้วยเถอะ,ร้องไห้และเจ็บปวดให้น้อยลงเพราะตัวผมเองด้วยเถอะ,0
แบบที่ผมเคยเจอมาได้แต่มันมีชนิดอื่นๆที่ไม่แรงเท่านี้อย่างพวกโซจูด้วยนะผมพูดไม่ทันขาดคำ,แบบที่ผมเคยเจอมาได้แต่มันมีชนิดอื่นๆที่ไม่แรงเท่านี้อย่างพวกโซจูด้วยนะผมพูดไม่ทันขาดคำ,0
เราก็ต้องคิดว่าเราจะทำงานที่มีความหลากหลายกันมากขึ้นกับองค์กรอื่นๆปีนี้ปีแรกเนี่ยเราก็จะทำเรื่องนี้ด้วยเหมือนกันคือการทำงานกับองค์กรที่อยู่ในปาตานีนี้,เราก็ต้องคิดว่าเราจะทำงานที่มีความหลากหลายกันมากขึ้นกับองค์กรอื่นๆปีนี้ปีแรกเนี่ยเราก็จะทำเรื่องนี้ด้วยเหมือนกันคือการทำงานกับองค์กรที่อยู่ในปาตานีนี้,0
สุดท้ายมันก็จะกลับมา,สุดท้ายมันก็จะกลับมา,1
ไม่ทะเลาะกับพ่อแม่ได้เป็นครั้งแรก,ไม่ทะเลาะกับพ่อแม่ได้เป็นครั้งแรก,0
เราต้องรอให้เหนื่อยจนสลบถึงจะนอนได้เพราะก่อนนอนถึงจะบอกตัวเองว่าพักเถอะแล้วตื่นมาเริ่มกันใหม่แต่สมองเรามีแค่ความคิดว่างานไม่เสร็จนะ,เราต้องรอให้เหนื่อยจนสลบถึงจะนอนได้เพราะก่อนนอนถึงจะบอกตัวเองว่าพักเถอะแล้วตื่นมาเริ่มกันใหม่แต่สมองเรามีแค่ความคิดว่างานไม่เสร็จนะ,1
ไม่ใช่โลกแห่งนามธรรมในหัวของตัวเองที่ชอบอยู่แปลให้เรียบง่ายเพื่อนำไปปฏิบัติคือมีสติอยู่กับปัจจุบัน,ไม่ใช่โลกแห่งนามธรรมในหัวของตัวเองที่ชอบอยู่แปลให้เรียบง่ายเพื่อนำไปปฏิบัติคือมีสติอยู่กับปัจจุบัน,0
การพรากชีวิตสาวน้อยที่ฉันเป็นห่วงมากที่สุดที่ทำให้ฉันฮึดสู้,การพรากชีวิตสาวน้อยที่ฉันเป็นห่วงมากที่สุดที่ทำให้ฉันฮึดสู้,1
และมันพิเศษกว่าเพราะเรารักกัน,และมันพิเศษกว่าเพราะเรารักกัน,0
มีพรรคที่ทำงานอย่างจงรักภักดี,มีพรรคที่ทำงานอย่างจงรักภักดี,0
แค่ต้องรู้สัจธรรมที่เป็นประโยชน์กับเรา,แค่ต้องรู้สัจธรรมที่เป็นประโยชน์กับเรา,1
แต่อย่าลืมว่าเราทุกคนเป็นที่รักเสมอเป็นความภาคภูมิใจเป็นความรู้สึกชื่นชมของใครสักคนเสมอ,แต่อย่าลืมว่าเราทุกคนเป็นที่รักเสมอเป็นความภาคภูมิใจเป็นความรู้สึกชื่นชมของใครสักคนเสมอ,0
พูดเรื่องดีๆดิทุกคนอยากได้ยินเรื่องดี,พูดเรื่องดีๆดิทุกคนอยากได้ยินเรื่องดี,1
ยากหน่อย,ยากหน่อย,1
ให้เราฟังให้ออก,ให้เราฟังให้ออก,0
อีกทั้งตอนนั้นก็อยู่มาเรื่อยๆ,อีกทั้งตอนนั้นก็อยู่มาเรื่อยๆ,1
หนึ่งในไม่กี่เรื่องที่ฉันภูมิใจคือการยุนนท์ไม่ให้ไปสอบเนติ,หนึ่งในไม่กี่เรื่องที่ฉันภูมิใจคือการยุนนท์ไม่ให้ไปสอบเนติ,0
ฉันโคตรจะไม่เข้าใจโลกเลยว้ะ,ฉันโคตรจะไม่เข้าใจโลกเลยว้ะ,1
มันก็อาจจะใช่นะคะ,มันก็อาจจะใช่นะคะ,1
เรากลัวเราเพียงแต่รอให้เขาเดินออกไปใช้ชีวิตของเขา,เรากลัวเราเพียงแต่รอให้เขาเดินออกไปใช้ชีวิตของเขา,1
แต่พอฝนตกนี้ก็ให้ความรู้สึกเคว้งๆโหวงๆ,แต่พอฝนตกนี้ก็ให้ความรู้สึกเคว้งๆโหวงๆ,1
และอยากทำก่อนตาย,และอยากทำก่อนตาย,1
ฉันเลือกใช้วิธีทำร้ายตัวเองถูกต้อง,ฉันเลือกใช้วิธีทำร้ายตัวเองถูกต้อง,1
และหากคุณคิดเช่นนั้น,และหากคุณคิดเช่นนั้น,0
แม้เราจะพบว่ามีช่วงที่อาการดีขึ้นจนลดยาที่ช่วยเรื่องฉุนเฉียวลงไปแล้วแต่ช่วงนี้เรากลับแย่ลง,แม้เราจะพบว่ามีช่วงที่อาการดีขึ้นจนลดยาที่ช่วยเรื่องฉุนเฉียวลงไปแล้วแต่ช่วงนี้เรากลับแย่ลง,1
การรักษาก็จะเป็นไปด้วยดีก็เลยแอบลุ้นว่าหมอคนใหม่จะเป็นยังไงจะเข้ากับเราได้มั้ย,การรักษาก็จะเป็นไปด้วยดีก็เลยแอบลุ้นว่าหมอคนใหม่จะเป็นยังไงจะเข้ากับเราได้มั้ย,1
ไม่น่าจะเดินทางออกไปไกลนอกพื้นที่ได้ขนาดนั้นและความกลัวของประชาชนต่อเรื่องนี้เป็นการตื่นตูมมากเกินไป,ไม่น่าจะเดินทางออกไปไกลนอกพื้นที่ได้ขนาดนั้นและความกลัวของประชาชนต่อเรื่องนี้เป็นการตื่นตูมมากเกินไป,0
อันที่จริงมันไม่ได้ดีด้วยซ้ำ,อันที่จริงมันไม่ได้ดีด้วยซ้ำ,0
มันไม่ได้มีทุกคนนะที่จะเคยเจอประสบการณ์แบบนี้,มันไม่ได้มีทุกคนนะที่จะเคยเจอประสบการณ์แบบนี้,1
เศร้าเหมือนเดิม,เศร้าเหมือนเดิม,1
ไม่ดิ,ไม่ดิ,1
ยังคงต่างกันเหมือนแผ่นดินกับเหวลึกสำหรับผมมีตัวอย่างอันหนึ่งที่ทำให้เห็นเรื่องนี้ชัดมาก,ยังคงต่างกันเหมือนแผ่นดินกับเหวลึกสำหรับผมมีตัวอย่างอันหนึ่งที่ทำให้เห็นเรื่องนี้ชัดมาก,1
เผื่อมันจะดีขึ้นเหมือนทุกครั้ง,เผื่อมันจะดีขึ้นเหมือนทุกครั้ง,1
ทำไมแม่ไม่เคยบอกกันเลย,ทำไมแม่ไม่เคยบอกกันเลย,0
รู้สึกมั่นใจมากว่าผมช่างดูเป็นคนสดใสร่าเริง,รู้สึกมั่นใจมากว่าผมช่างดูเป็นคนสดใสร่าเริง,1
อาการย้ำคิดย้ำทำของเราที่รุนแรงเท่าที่จำได้จนรู้สึกว่าทรมานเหลือเกินคือตอนที่ทำงานแบบต้องเดินทางบ่อยๆตอนนั้นเราทำงานอยู่จังหวัดหนึ่งในภาคอีสานอาศัยอยู่คนเดียวและต้องไปทำงานสำรวจพื้นที่ในจังหวัดใกล้เคียงเป็นครั้งคราว,อาการย้ำคิดย้ำทำของเราที่รุนแรงเท่าที่จำได้จนรู้สึกว่าทรมานเหลือเกินคือตอนที่ทำงานแบบต้องเดินทางบ่อยๆตอนนั้นเราทำงานอยู่จังหวัดหนึ่งในภาคอีสานอาศัยอยู่คนเดียวและต้องไปทำงานสำรวจพื้นที่ในจังหวัดใกล้เคียงเป็นครั้งคราว,1
เมื่อก่อนเรามักจะพูดติดปากว่าเรามันคนเหี้ยแต่ไม่เคยหมายความจริงๆ,เมื่อก่อนเรามักจะพูดติดปากว่าเรามันคนเหี้ยแต่ไม่เคยหมายความจริงๆ,1
